id,prompt,answer,category,num_examples,example_symbols,example_char_operation_mapping,example_char_operation_mapping_json,question_char_operation_mapping,question_char_operation_mapping_json,example_logic,question_logic,example_has_prefix,example_has_suffix,question_has_prefix,question_has_suffix,example_has_negative,question_is_negative,example_offset_summary_exact_op,example_offset_summary_family,question_offset,question_best_family,question_best_exact_op,New Operations,row_has_outlier_example,row_outlier_example_count,row_has_complex_example,row_complex_example_count,diff_example_prefix_when_positive,diff_example_suffix_when_positive,diff_example_prefix_only_negative,question_output_style,question_raw_answer,question_clean_answer
1da822f1,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
58*31 = 88
79*93 = 171
19*99 = 117
77*88 = 164
Now, determine the result for: 26%23",598,numeric_math_guess,4,*;*;*;*,"*: Add (pure, -1)","{""*"": {""symbol"": ""*"", ""operation"": ""Add"", ""logic"": ""pure"", ""offset"": -1, ""support"": 4, ""candidate_count"": 3, ""best_candidates"": [[[""add"", ""direct"", -1], 4], [[""add-1"", ""direct"", 0], 4], [[""digit_add_mod10"", ""direct"", -1], 1]]}}","%: Mul (pure, 0)","{""symbol"": ""%"", ""operation"": ""Mul"", ""logic"": ""pure"", ""offset"": 0, ""family"": ""mul""}",pure,pure,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,add: -1,add: -1,0,mul,Mul,Mul,FALSE,0,TRUE,4,FALSE,FALSE,FALSE,plain,598,598
1eaf6228,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
25-55 = 3
94+41 = 26
25+29 = 341
35-35 = 0
Now, determine the result for: 42*61",483,numeric_math_guess,4,-;+;+;-,"+: Add (reverse, -1) ; -: AbsDiff (reverse, 0)","{""+"": {""symbol"": ""+"", ""operation"": ""Add"", ""logic"": ""reverse"", ""offset"": -1, ""support"": 2, ""candidate_count"": 3, ""best_candidates"": [[[""add"", ""reverse"", -1], 2], [[""add-1"", ""reverse"", 0], 2], [[""cross_mul_rev"", ""direct"", 1], 1]]}, ""-"": {""symbol"": ""-"", ""operation"": ""AbsDiff"", ""logic"": ""reverse"", ""offset"": 0, ""support"": 1, ""candidate_count"": 35, ""best_candidates"": [[[""absdiff"", ""reverse"", 0], 2], [[""rsub"", ""reverse"", 0], 2], [[""rabs"", ""reverse"", 0], 2], [[""rmod"", ""reverse"", 0], 2], [[""maxmodmin"", ""reverse"", 0], 2]]}}","*: Mul (reverse, 0)","{""symbol"": ""*"", ""operation"": ""Mul"", ""logic"": ""reverse"", ""offset"": 0, ""family"": ""mul""}",reverse,reverse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,absdiff: 0; add: -1; sub: 0,add: -1; diff: 0,0,mul,Mul,Mul,FALSE,0,TRUE,4,FALSE,FALSE,FALSE,plain,483,483
209d28ca,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
35}22 = 13
10^96 = 961
66}15 = 51
23^91 = 2094
Now, determine the result for: 84[87",171,numeric_math_guess,4,};^;};^,"^: Mul (pure, 1) ; }: Sub (pure, 0)","{""^"": {""symbol"": ""^"", ""operation"": ""Mul"", ""logic"": ""pure"", ""offset"": 1, ""support"": 2, ""candidate_count"": 3, ""best_candidates"": [[[""mul"", ""direct"", 1], 2], [[""mul+1"", ""direct"", 0], 2], [[""concat"", ""reverse"", 0], 1]]}, ""}"": {""symbol"": ""}"", ""operation"": ""Sub"", ""logic"": ""pure"", ""offset"": 0, ""support"": 2, ""candidate_count"": 19, ""best_candidates"": [[[""sub"", ""direct"", 0], 2], [[""sub"", ""reverse"", 0], 2], [[""absdiff"", ""direct"", 0], 2], [[""absdiff"", ""reverse"", 0], 2], [[""rabs"", ""direct"", 0], 2]]}}","[: Add (pure, 0)","{""symbol"": ""["", ""operation"": ""Add"", ""logic"": ""pure"", ""offset"": 0, ""family"": ""add""}",pure,pure,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,mul: 1; sub: 0,diff: 0; mul: 1,0,add,Add,Add,FALSE,0,TRUE,4,FALSE,FALSE,FALSE,plain,171,171
20f0fac9,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
78]18 = 6
95]24 = 23
52*94 = 145
21]91 = 7
Now, determine the result for: 31%96",2976,numeric_math_guess,4,];];*;],"*: Add (pure, -1) ; ]: Mod (pure, 0)","{""*"": {""symbol"": ""*"", ""operation"": ""Add"", ""logic"": ""pure"", ""offset"": -1, ""support"": 1, ""candidate_count"": 2, ""best_candidates"": [[[""add"", ""direct"", -1], 1], [[""add-1"", ""direct"", 0], 1]]}, ""]"": {""symbol"": ""]"", ""operation"": ""Sub"", ""logic"": ""reverse"", ""offset"": 0, ""support"": 1, ""candidate_count"": 20, ""best_candidates"": [[[""maxmodmin"", ""direct"", 0], 3], [[""absdiff"", ""reverse"", 0], 2], [[""rabs"", ""reverse"", 0], 2], [[""mod"", ""direct"", 0], 2], [[""maxmodmin"", ""reverse"", 0], 2]]}}","%: Mul (pure, 0)","{""symbol"": ""%"", ""operation"": ""Mul"", ""logic"": ""pure"", ""offset"": 0, ""family"": ""mul""}",pure,pure,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,absdiff: 0; add: -1; mod: 0; sub: 0,add: -1; diff: 0; rare: 0,0,mul,Mul,Mul,FALSE,0,TRUE,4,FALSE,FALSE,FALSE,plain,2976,2976
21dff465,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
30?45 = 75
57?67 = 124
40?37 = 77
Now, determine the result for: 73@82",@9,numeric_math_guess,3,?;?;?,"?: Add (pure, 0)","{""?"": {""symbol"": ""?"", ""operation"": ""Add"", ""logic"": ""pure"", ""offset"": 0, ""support"": 3, ""candidate_count"": 8, ""best_candidates"": [[[""add"", ""direct"", 0], 3], [[""add-1"", ""direct"", 1], 3], [[""add+1"", ""direct"", -1], 3], [[""add"", ""reverse"", 0], 2], [[""add-1"", ""reverse"", 1], 2]]}}","@: Sub (reverse, 0)","{""symbol"": ""@"", ""operation"": ""Sub"", ""logic"": ""reverse"", ""offset"": 0, ""family"": ""diff""}",pure,pure,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,add: 0,add: 0,0,diff,Sub,Sub,FALSE,0,TRUE,3,FALSE,FALSE,FALSE,prefix,@9,9
124db55f,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
93!69 = 24
10!94 = 4
48!60 = 12
47!24 = 23
75!17 = 7
Now, determine the result for: 44{47",4447,numeric_math_guess,5,!;!;!;!;!,"!: Sub (pure, 0)","{""!"": {""symbol"": ""!"", ""operation"": ""Sub"", ""logic"": ""pure"", ""offset"": 0, ""support"": 2, ""candidate_count"": 29, ""best_candidates"": [[[""maxmodmin"", ""direct"", 0], 5], [[""absdiff"", ""direct"", 0], 3], [[""rabs"", ""direct"", 0], 3], [[""mod"", ""direct"", 0], 3], [[""sub"", ""direct"", 0], 2]]}}","{: Concat (pure, 0)","{""symbol"": ""{"", ""operation"": ""Concat"", ""logic"": ""pure"", ""offset"": 0, ""family"": ""concat""}",pure,pure,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,absdiff: 0; mod: 0; rmod: 0; sub: 0,diff: 0; rare: 0,0,concat,Concat,Concat,FALSE,0,TRUE,5,FALSE,FALSE,FALSE,plain,4447,4447
32e9a308,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
86-22 = 1893
39-29 = 1132
54-54 = 2917
25-67 = 1676
Now, determine the result for: 94`31",124,numeric_math_guess,4,-;-;-;-,"-: Mul (pure, 1)","{""-"": {""symbol"": ""-"", ""operation"": ""Mul"", ""logic"": ""pure"", ""offset"": 1, ""support"": 4, ""candidate_count"": 2, ""best_candidates"": [[[""mul"", ""direct"", 1], 4], [[""mul+1"", ""direct"", 0], 4]]}}","`: Add (pure, -1)","{""symbol"": ""`"", ""operation"": ""Add"", ""logic"": ""pure"", ""offset"": -1, ""family"": ""add""}",pure,pure,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,mul: 1,mul: 1,-1,add,Add,Add-1,FALSE,0,TRUE,4,FALSE,FALSE,FALSE,plain,124,124
260f20c1,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
84[69 = 153
13+97 = 1260
46+47 = 2161
52[80 = 132
Now, determine the result for: 22\65",43,numeric_math_guess,4,[;+;+;[,"+: Mul (pure, -1) ; [: Add (pure, 0)","{""+"": {""symbol"": ""+"", ""operation"": ""Mul"", ""logic"": ""pure"", ""offset"": -1, ""support"": 2, ""candidate_count"": 2, ""best_candidates"": [[[""mul"", ""direct"", -1], 2], [[""mul-1"", ""direct"", 0], 2]]}, ""["": {""symbol"": ""["", ""operation"": ""Add"", ""logic"": ""pure"", ""offset"": 0, ""support"": 2, ""candidate_count"": 3, ""best_candidates"": [[[""add"", ""direct"", 0], 2], [[""add-1"", ""direct"", 1], 2], [[""add+1"", ""direct"", -1], 2]]}}","\: AbsDiff (pure, 0)","{""symbol"": ""\\"", ""operation"": ""AbsDiff"", ""logic"": ""pure"", ""offset"": 0, ""family"": ""diff""}",pure,pure,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,add: 0; mul: -1,add: 0; mul: -1,0,diff,AbsDiff,AbsDiff,FALSE,0,TRUE,4,FALSE,FALSE,FALSE,plain,43,43
272bde97,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
31-55 = -24
21-97 = -76
47*44 = 4447
Now, determine the result for: 14+31",55,numeric_math_guess,3,-;-;*,"*: Concat (reverse, 0) ; -: Sub (reverse, 0)","{""*"": {""symbol"": ""*"", ""operation"": ""Concat"", ""logic"": ""reverse"", ""offset"": 0, ""support"": 1, ""candidate_count"": 2, ""best_candidates"": [[[""concat"", ""reverse"", 0], 1], [[""rconcat"", ""direct"", 0], 1]]}, ""-"": {""symbol"": ""-"", ""operation"": ""Sub"", ""logic"": ""pure"", ""offset"": 0, ""support"": 2, ""candidate_count"": 6, ""best_candidates"": [[[""sub"", ""direct"", 0], 2], [[""sub"", ""reverse"", 0], 2], [[""sub-1"", ""direct"", 1], 2], [[""sub-1"", ""reverse"", 1], 2], [[""sub+1"", ""direct"", -1], 2]]}}","+: Add (reverse, 1)","{""symbol"": ""+"", ""operation"": ""Add"", ""logic"": ""reverse"", ""offset"": 1, ""family"": ""add""}",reverse,reverse,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,concat: 0; sub: 0,concat: 0; diff: 0,1,add,Add,Add+1,FALSE,0,TRUE,3,FALSE,FALSE,FALSE,plain,55,55
275db7d4,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
35""65 = 100
68""97 = 165
19@78 = @59
88@42 = @46
72""58 = 130
Now, determine the result for: 62:21",6221,numeric_math_guess,5,""";"";@;@;""",""": Add (pure, 0) ; @: AbsDiff (pure, 0)","{""\"""": {""symbol"": ""\"""", ""operation"": ""Add"", ""logic"": ""pure"", ""offset"": 0, ""support"": 3, ""candidate_count"": 3, ""best_candidates"": [[[""add"", ""direct"", 0], 3], [[""add-1"", ""direct"", 1], 3], [[""add+1"", ""direct"", -1], 3]]}, ""@"": {""symbol"": ""@"", ""operation"": ""AbsDiff"", ""logic"": ""pure"", ""offset"": 0, ""support"": 1, ""candidate_count"": 15, ""best_candidates"": [[[""absdiff"", ""direct"", 0], 2], [[""rabs"", ""direct"", 0], 2], [[""rsub"", ""direct"", 0], 1], [[""sub"", ""direct"", 0], 1], [[""sub"", ""reverse"", 0], 1]]}}",":: Concat (pure, 0)","{""symbol"": "":"", ""operation"": ""Concat"", ""logic"": ""pure"", ""offset"": 0, ""family"": ""concat""}",pure,pure,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,absdiff: 0; add: 0; sub: 0,add: 0; diff: 0,0,concat,Concat,Concat,FALSE,0,TRUE,5,TRUE,FALSE,FALSE,plain,6221,6221
27661a37,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
12*54 = 549
76-28 = 51
07-79 = 72
28*19 = 2647
Now, determine the result for: 96+77",741,numeric_math_guess,4,*;-;-;*,"*: Mul (reverse, 0) ; -: AbsDiff (reverse, 0)","{""*"": {""symbol"": ""*"", ""operation"": ""Mul"", ""logic"": ""reverse"", ""offset"": 0, ""support"": 2, ""candidate_count"": 3, ""best_candidates"": [[[""mul"", ""reverse"", 0], 2], [[""mul-1"", ""reverse"", 1], 2], [[""mul+1"", ""reverse"", -1], 2]]}, ""-"": {""symbol"": ""-"", ""operation"": ""AbsDiff"", ""logic"": ""reverse"", ""offset"": 0, ""support"": 1, ""candidate_count"": 11, ""best_candidates"": [[[""absdiff"", ""reverse"", 0], 2], [[""rsub"", ""reverse"", 0], 2], [[""rabs"", ""reverse"", 0], 2], [[""rmod"", ""reverse"", 0], 2], [[""maxmodmin"", ""reverse"", 0], 2]]}}","+: Add (reverse, 1)","{""symbol"": ""+"", ""operation"": ""Add"", ""logic"": ""reverse"", ""offset"": 1, ""family"": ""add""}",reverse,reverse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,absdiff: 0; mul: 0,diff: 0; mul: 0,1,add,Add,Add+1,FALSE,0,TRUE,4,FALSE,FALSE,FALSE,plain,741,741
9fa9ecdc,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
97%32 = 3103
25/84 = 109
31%85 = 2634
59/46 = 105
45/67 = 112
Now, determine the result for: 50^86",36,numeric_math_guess,5,%;/;%;/;/,"%: Mul (pure, -1) ; /: Add (pure, 0)","{""%"": {""symbol"": ""%"", ""operation"": ""Mul"", ""logic"": ""pure"", ""offset"": -1, ""support"": 2, ""candidate_count"": 2, ""best_candidates"": [[[""mul"", ""direct"", -1], 2], [[""mul-1"", ""direct"", 0], 2]]}, ""/"": {""symbol"": ""/"", ""operation"": ""Add"", ""logic"": ""pure"", ""offset"": 0, ""support"": 3, ""candidate_count"": 3, ""best_candidates"": [[[""add"", ""direct"", 0], 3], [[""add-1"", ""direct"", 1], 3], [[""add+1"", ""direct"", -1], 3]]}}","^: AbsDiff (pure, 0)","{""symbol"": ""^"", ""operation"": ""AbsDiff"", ""logic"": ""pure"", ""offset"": 0, ""family"": ""diff""}",pure,pure,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,add: 0; mul: -1,add: 0; mul: -1,0,diff,AbsDiff,AbsDiff,FALSE,0,TRUE,5,FALSE,FALSE,FALSE,plain,36,36
